ID,var_rpta_alt
378667#340696#739951,1
65210#1031298#49044,1
78310#396670#683237,1
160969#1008848#71494,1
347245#812143#268199,1
154341#371109#708738,1
371578#226030#856783,1
454984#418594#661401,1
456157#708684#371658,1
347128#687198#393144,1
394266#620490#459852,0
450780#69868#1035180,0
93062#623482#456860,1
484252#856501#223841,0
525808#662009#418333,1
351073#887702#192640,0
208613#381120#698736,1
443472#866614#213728,1
505847#829687#250655,1
250732#627125#453217,1
345375#890934#189408,0
487579#348570#732177,1
116939#354488#725379,0
385670#78445#1026683,1
382018#715352#364990,1
188959#607291#473051,0
99991#273234#809783,0
599359#787695#292647,1
385568#204537#880714,1
272398#816593#263749,1
74750#161045#927062,1
490195#260066#822914,1
385645#1050841#29501,1
199979#1068658#11684,1
499066#1033968#46374,0
100316#650239#430103,1
261462#526456#553886,1
552410#42437#1062373,1
279263#677452#402890,1
546644#278915#804126,0
504498#836134#244208,1
547074#1003345#76997,1
33441#697112#383230,1
258550#330513#750194,1
80858#518710#561632,0
48351#680847#399495,1
190952#338379#742261,1
398208#852464#227878,1
54684#847164#233178,0
450302#54929#1050019,1
505117#562233#518109,1
317509#241362#841659,0
342132#63468#1041526,1
416039#44254#1060562,1
60910#275931#807098,1
317149#402548#677371,1
335911#801083#279259,1
200994#879390#200952,0
116298#497043#583299,1
15289#482505#597837,0
503566#464881#615461,0
251784#970741#109601,1
229057#442893#637412,1
544411#1013234#67108,1
424295#176456#911650,1
155221#721564#358778,1
90299#809245#271097,1
583355#289177#793888,0
395283#813799#266543,0
595542#900383#179959,0
272831#559358#520984,1
339071#739432#340910,1
152001#211107#871645,1
575259#361098#718766,1
598984#986302#94040,1
151553#387702#692152,1
492243#947003#133339,0
601825#542297#538045,1
496053#250993#832007,1
504636#563399#516943,1
381677#348486#732261,0
452791#541473#538869,1
320299#58422#1046558,0
168104#529046#551296,0
486134#373102#706751,1
217856#960367#119975,1
334196#903561#176781,0
325555#61129#1043851,0
507232#763188#317154,1
572226#46714#1058117,0
252565#1016566#63776,0
71811#411381#668544,1
418314#715065#365277,1
17677#840351#239991,1
598374#106642#981145,1
189246#353670#726197,0
504598#740096#340246,1
187320#604108#476234,0
76460#268266#814749,1
233170#945715#134627,1
411944#598194#482148,1
629424#340657#739990,0
375585#1053818#26524,1
378276#210629#872117,1
253022#608938#471404,1
166214#585831#494511,1
631722#1003952#76390,1
297915#655418#424924,0
528593#413493#666424,1
45046#323286#759844,0
259099#231021#851812,0
279863#650796#429546,1
175297#981551#98791,1
533923#212352#870399,1
553233#552814#527528,1
201214#453287#627056,1
256454#1042481#37861,1
620857#819526#260816,1
627468#42792#1062019,1
122428#1012672#67670,1
35152#876685#203657,0
79570#347984#732746,1
422832#392000#687902,1
576890#687044#393298,1
81460#803157#277185,0
484481#534866#545476,0
206248#102968#984802,0
357318#278124#804914,0
570436#678525#401817,1
209726#252704#830306,1
447864#762159#318183,1
17927#974391#105951,1
613149#662405#417937,1
432557#566478#513864,0
439398#952668#127674,1
262901#233594#849235,1
145932#273151#809866,0
296273#737284#343058,1
554116#1048345#31997,1
129567#556490#523852,1
312121#691598#388744,1
61614#168757#919377,1
485436#149092#938999,1
555413#217697#865075,1
294331#882877#197465,1
497028#257887#825098,1
252377#91170#996573,1
88801#647068#433274,1
267372#1039479#40863,1
402144#749715#330627,1
49718#859413#220929,1
383217#67078#1037955,1
229345#517168#563174,1
377042#204492#880761,1
116667#482503#597839,0
79580#442155#638155,0
36113#649445#430897,1
587134#171981#916145,1
400350#548451#531891,1
57107#118707#969125,0
126266#609779#470563,1
559462#699535#380807,1
493546#976621#103721,1
524795#744869#335473,0
274119#303108#780004,0
1967#523998#556344,1
624443#317403#765741,1
13885#246140#836851,1
515913#794547#285795,1
30217#249364#833634,1
480013#1020584#59758,1
564504#202986#882245,1
493115#184156#903989,1
322332#341883#738771,0
390917#113755#974060,1
7756#859739#220603,1
410609#965962#114380,0
8376#609281#471061,1
348947#1009127#71215,1
381281#392258#687642,1
1815#165338#922779,1
486616#707918#372424,0
157482#465038#615304,1
627102#624456#455886,1
343531#250446#832553,1
266361#594382#485960,1
523384#818771#261571,0
35292#33248#1071774,1
553769#720046#360296,1
174712#879742#200600,0
28303#657263#423079,1
322321#57177#1047779,0
206573#671607#408735,0
620159#1008476#71866,0
53012#649939#430403,1
420178#43513#1061308,1
166119#808732#271610,1
76988#301620#781496,1
396044#106158#981624,1
600164#527112#553230,1
144100#505886#574456,1
409778#613118#467224,0
219211#777654#302688,1
70503#243998#839000,0
169194#953722#126620,1
435198#334060#746519,1
84081#338287#742351,0
592683#468648#611694,1
72432#979360#100982,0
572447#729772#350570,1
511962#63428#1041567,1
182468#704067#376275,0
362738#592505#487837,0
446013#782096#298246,0
224748#1008383#71959,0
342972#741984#338358,1
596157#737219#343123,1
358266#866169#214173,0
518208#346996#733713,0
400228#279173#803868,1
589982#736111#344231,1
262675#1004611#75731,1
306238#606313#474029,0
496343#117557#970264,1
30343#337843#742784,0
294518#658911#421431,1
73109#747574#332768,1
11137#856018#224324,1
275302#1041311#39031,1
408233#76636#1028433,1
625835#1020337#60005,1
137418#955911#124431,1
614388#387408#692443,0
126347#494719#585623,0
472561#154831#933283,0
147291#826811#253531,1
136864#869162#211180,1
337595#637473#442869,1
538516#888617#191725,0
577973#158175#929934,0
38888#155550#932556,1
93097#1054717#25625,1
31053#493592#586750,1
256320#854595#225747,1
209163#314112#769024,1
428227#148762#939328,1
463538#1016439#63903,1
439431#760297#320045,1
105697#1031012#49330,1
275243#613077#467265,1
139862#1006042#74300,0
497459#88765#1016531,1
291410#395347#684561,1
47893#1058988#21354,0
387926#465505#614837,1
56711#448544#631813,1
110199#557253#523089,0
142426#809724#270618,1
328086#785532#294810,0
94669#880453#199889,0
573521#821684#258658,1
74234#648562#431780,1
514260#494604#585738,1
170924#129801#958045,0
16496#367500#712363,1
84425#488528#591814,0
470382#703842#376500,1
318756#1059943#20399,0
294300#229390#853447,1
590075#112000#975812,1
54414#531399#548943,1
437880#720776#359566,1
130632#839385#240957,0
356773#698227#382115,0
151290#955789#124553,1
111313#162130#925977,1
174880#339117#741527,1
589064#519879#560463,0
279435#771350#308992,1
114417#131414#956446,1
531082#361696#718165,0
60373#693982#386360,1
446006#246367#836629,1
255679#619449#460893,1
240643#322998#760135,1
544063#502844#577498,0
442938#213622#869139,1
541796#225550#857260,1
266087#207972#874739,1
567167#589289#491053,0
572019#269199#813812,1
341413#1022469#57873,1
362930#273955#809063,0
113138#200185#888083,1
118743#44530#1060291,0
579233#941814#138528,1
498818#282549#800506,1
586301#516331#564011,1
577309#440883#639431,1
230663#819423#260919,1
159665#159211#928898,1
593405#746343#333999,1
316283#681104#399238,0
482262#166990#921134,0
233480#111677#976132,1
216561#565736#514606,0
353126#176481#911625,1
225479#332934#747641,1
395258#94737#993036,1
401272#608046#472296,0
204442#487463#592879,0
626689#227190#855632,1
391288#398548#681363,1
610904#1030664#49678,1
89452#202773#882463,1
53285#510939#569403,1
507208#48511#1056312,1
536237#302852#780263,1
279924#150070#938023,0
414835#1045549#34793,1
361702#767716#312626,0
190476#727559#352783,1
600848#192065#896176,1
179575#682919#397423,1
420637#963945#116397,1
102723#420883#659106,1
30678#882579#197763,1
80905#101573#986199,1
489548#443825#636497,1
7488#709452#370890,1
487721#223413#859386,1
165652#1070081#10261,1
500031#990318#90024,1
13790#569073#511269,0
318283#283686#799366,1
71675#409269#670657,1
22091#952579#127763,1
571070#274865#808157,1
276118#422781#657202,1
467234#279114#803926,1
67621#10274#1004603,0
235030#898529#181813,1
4227#809975#270367,0
477081#387217#692636,0
538050#571026#509316,0
155716#869855#210487,0
398952#390811#689093,1
403265#909429#170913,1
310635#956007#124335,0
215813#689543#390799,1
350922#887302#193040,1
408058#755017#325325,1
443384#657957#422385,1
339073#311930#771218,1
521436#159222#928886,1
409297#486636#593706,1
123364#458913#621431,1
19626#320286#762870,1
466201#541134#539208,1
510056#873498#206844,0
555315#46319#1058509,1
255628#420417#659572,1
147698#498895#581447,0
193358#41581#1063518,1
452217#1020183#60159,1
126636#678404#401938,1
629985#870284#210058,0
402473#440589#639718,1
83118#1002364#77978,1
527756#573829#506513,0
502500#61908#1043077,1
172110#494035#586307,0
324598#558024#522318,1
177010#452625#627729,1
333363#70581#1034468,1
442217#961862#118480,1
589805#45913#1058919,1
460109#327020#756110,1
12260#571198#509144,1
379841#425903#654072,1
175283#183037#905098,0
361564#1000667#79675,1
229056#1074411#5931,1
134454#109974#977824,1
79945#959953#120389,1
158430#119015#968812,0
301350#1061081#19261,1
611937#458490#621855,1
41825#732374#347968,1
559449#249704#833297,1
193021#713679#366663,0
432037#537629#542713,1
496765#832427#247915,1
124189#624289#456053,1
328637#779392#300950,1
467850#556543#523799,0
82816#782693#297649,0
258929#464528#615814,0
337982#284395#798662,0
373050#1052064#28278,1
134241#784914#295428,1
168441#133962#954053,0
39132#703866#376476,1
63015#135860#952229,1
92022#1011543#68799,1
507956#904711#175631,0
27926#498230#582112,1
389474#1028668#51674,1
423992#270332#812678,1
299903#972517#107825,1
421032#911433#168909,0
111958#592724#487618,0
403978#294153#788933,1
569097#646316#434026,1
31245#1018407#61935,1
200988#212338#870415,0
629647#828741#251601,0
231688#721154#359188,1
496387#622784#457558,1
15000#367019#712842,1
251029#724569#355773,0
488299#712055#368287,1
456061#233854#848979,1
107856#587974#492368,0
181950#1053161#27181,1
599824#1019222#61120,0
17442#395636#684273,1
612766#128679#959172,1
304668#38096#1066991,1
595451#132809#955128,1
144416#323351#759780,0
271896#416602#663392,0
491029#612483#467859,1
70048#486208#594134,0
178749#210606#872141,1
46861#278292#804748,1
221002#525393#554949,0
72199#263839#819149,1
347268#184682#903460,0
235736#783953#296389,1
144100#506086#574256,1
256165#117677#970146,1
353922#56329#1048618,0
191225#830971#249371,1
241541#384778#695080,1
552264#797493#282849,1
573290#270920#812087,1
383187#423415#656569,1
48019#443722#636600,1
521496#334139#746443,1
185586#42256#1062551,1
268931#419339#660652,1
100459#479291#601051,1
186733#385031#694827,1
116607#1003501#76841,1
171499#161136#926972,0
283476#566594#513748,1
289227#894435#185907,0
589005#394481#685433,1
601894#1008968#71374,1
448385#1002212#78130,1
512986#823254#257088,1
241265#676193#404149,0
228083#996975#83367,1
138462#717148#363194,1
568327#668275#412067,1
137219#285888#797175,1
351262#238576#844421,1
195608#346234#734471,1
359761#1001180#79162,1
334693#309465#773664,0
573449#821553#258789,1
15930#347081#733631,1
481651#711912#368430,1
166214#585910#494432,1
317531#995995#84347,1
149176#425491#654486,1
549231#555990#524352,1
372294#608388#471954,1
130849#700387#379955,1
277530#471193#609149,0
596988#415272#664680,1
422509#761839#318503,1
563131#667497#412845,0
537226#219358#863427,1
115497#879410#200932,0
152591#434847#645346,1
463600#62775#1042211,1
424162#828591#251751,0
117691#788220#292122,1
80741#872090#208252,0
258345#603727#476615,1
594065#215427#867335,1
555832#1000242#80100,0
159793#957326#123016,1
376342#286691#796369,1
20324#132113#955791,1
274866#572716#507626,1
383547#373614#706239,1
352765#67648#1037385,0
523602#157454#930647,1
138133#610190#470152,1
627274#902882#177460,0
56088#895630#184712,1
507574#349592#731169,1
507574#728335#352007,1
510780#869359#210983,0
46167#34067#1070964,0
461316#950272#130070,1
39976#474170#606172,0
345944#454950#625393,1
507141#532422#547920,1
42028#532064#548278,0
285302#492728#587614,0
574751#939448#140894,0
608416#97081#990692,1
634527#834714#245628,1
226984#528007#552335,0
572385#293748#789334,1
282717#485538#594804,0
481410#993986#86356,0
182734#264023#818970,1
111616#97437#990328,1
465026#243174#839833,1
6980#567770#512572,1
55705#806122#274220,1
299151#752630#327712,1
20986#114772#973049,1
470#802378#277964,1
619356#753275#327067,1
590320#506123#574219,0
360196#58018#1046956,1
582368#43416#1061405,0
429758#327602#755528,1
424844#45030#1059791,0
18712#631643#448699,0
90603#286806#796253,1
88375#645065#435277,1
24605#394957#684954,1
263826#206015#879259,1
85685#985115#95227,0
226661#352788#727082,1
495113#969109#111233,0
464025#141847#946255,0
550343#391479#688427,1
26908#1073886#6456,1
35683#207136#875541,0
164029#561084#519258,0
276757#1073270#7072,0
548828#776345#303997,1
36765#478382#601960,1
604611#827926#252416,1
541599#95908#991865,1
115424#496121#584221,0
609245#95205#992574,1
248048#697775#382567,0
5711#848754#231588,1
189191#987592#92750,1
615868#887935#192407,1
281051#621788#458554,1
360353#162897#925217,1
402385#546038#534304,0
291590#797593#282749,0
489801#406411#673510,0
116222#1009728#70614,1
152541#759373#320969,0
110452#566208#514134,1
465021#482001#598341,1
470230#619580#460762,1
104766#291191#791866,1
542464#492009#588333,0
299877#550428#529914,1
230798#944162#136180,1
232433#732952#347390,1
60532#948971#131371,1
579508#1038195#42147,1
551403#768222#312120,1
3035#809299#271043,1
32077#335535#745050,1
77464#634445#445897,1
614545#472562#607780,0
511480#1002232#78110,0
52204#689429#390913,0
165633#944694#135648,1
421836#943408#136934,1
370249#439419#640885,1
24371#234143#848701,1
622352#819602#260740,1
199621#349851#730909,1
233006#776927#303415,1
498166#814008#266334,0
574834#1066505#13837,1
136806#513544#566798,1
605086#410881#669043,1
30205#508528#571814,0
120066#285107#797949,0
190199#948131#132211,0
439238#357558#722307,1
597738#461812#618525,0
413635#362109#717746,1
326106#61531#1043454,1
556402#290224#792830,0
272482#465283#615059,1
460512#465403#614939,1
315966#786755#293587,0
330702#239113#843896,1
627321#913608#166734,0
514434#103739#984033,0
445182#118225#969606,1
228386#592319#488023,1
189410#591377#488965,0
7244#1019775#60567,1
596163#867313#213029,0
197732#216590#866181,1
39939#511748#568594,0
279838#343036#737624,0
242077#272732#810285,1
457740#43913#1060905,1
361323#615504#464838,1
248871#748483#331859,1
392423#501395#578947,1
417128#428176#651821,1
24494#334453#746128,1
161271#731707#348635,1
457430#710755#369587,0
532127#405544#674376,0
312498#832149#248193,1
62238#389682#690170,0
491341#653799#426543,1
326233#152750#935351,1
595850#429521#650476,1
952#191118#897120,0
219378#331128#749433,1
376729#339750#740895,0
256655#198058#890205,1
500520#993543#86799,1
161632#847299#233043,1
352311#817696#262646,1
555966#911115#169227,1
384848#35939#1069111,0
330388#198428#889835,1
165097#526825#553517,1
613039#118763#969068,1
375393#828590#251752,1
247746#769385#310957,0
601755#785755#294587,1
118104#645478#434864,1
313026#822820#257522,0
179891#48868#1055958,0
329805#639723#440619,1
265540#34502#1070537,1
211738#490557#589785,0
563261#1023036#57306,1
394816#161475#926635,1
63474#700547#379795,1
634017#149018#939076,1
232749#383919#695938,1
411956#399162#680752,1
486960#100533#987244,1
439465#253000#830007,1
591313#1068220#12122,1
445880#846511#233831,1
110690#592824#487518,1
513270#377809#702050,1
99586#490145#590197,0
274563#602215#478127,1
403937#167902#920229,1
218917#567511#512831,1
286306#670049#410293,1
475893#226328#856487,1
291264#402654#677269,1
92678#507402#572940,0
610961#241725#841294,1
137112#881189#199153,1
419455#984884#95458,1
67768#790831#289511,0
280251#319586#763566,1
567658#182359#905774,1
596090#890565#189777,0
252473#850404#229938,0
268353#403384#676533,1
542692#672796#407546,1
283509#1014089#66253,0
157016#614092#466250,1
86924#380560#699296,1
87475#628789#451553,1
543217#696850#383492,0
424699#330085#750618,1
76886#1010588#69754,1
3740#1048946#31396,0
461259#636998#443344,1
167803#380624#699235,1
146691#831036#249306,0
583103#317069#766072,1
58321#711909#368433,1
58660#319251#763893,1
615216#363464#716388,1
229035#1057563#22779,0
604779#57794#1047173,1
225595#374288#705564,1
597854#1033176#47166,1
225595#265354#817637,1
18238#948357#131985,0
584558#589519#490823,1
382092#540183#540159,0
286284#665080#415262,1
627454#381738#698115,1
43125#866481#213861,0
156458#521630#558712,1
11479#629676#450666,0
173908#805134#275208,1
482272#142363#945732,1
39323#157477#930624,1
444511#269377#813635,1
271287#562136#518206,1
382776#854220#226122,1
216795#795934#284408,1
33864#646609#433733,1
284641#271153#811859,1
170112#591171#489171,1
611220#730309#350033,0
127380#638126#442216,0
514546#180417#907708,0
259510#626947#453395,1
598763#205427#879838,1
29642#540439#539903,0
140057#139206#948895,1
599501#751038#329304,0
372812#963088#117254,1
78659#1065058#15284,1
31289#709329#371013,1
131189#797502#282840,0
242466#935493#144849,0
20066#534567#545775,1
340302#189618#898612,1
516990#246116#836875,1
561047#220044#862749,1
510514#545210#535132,1
524883#1033710#46632,1
365353#213396#869360,1
43723#544174#536168,1
15629#237909#845069,1
241475#494239#586103,1
158071#964294#116048,0
218647#307471#775653,1
474406#326473#756662,0
366898#543942#536400,1
198935#999506#80836,1
258929#464681#615661,0
517612#179787#908335,1
433115#51077#1053840,1
471825#880638#199704,0
583357#65412#1039604,0
435254#355534#724329,0
384059#313245#769891,0
86240#398616#681294,1
135225#817645#262697,1
559809#640321#440021,1
274291#516983#563359,1
303210#473969#606373,1
483498#334096#746483,0
628227#535539#544803,1
523429#1025887#54455,1
130728#977311#103031,1
323641#1025709#54633,0
292144#236985#845959,1
296565#660881#419461,1
71303#543888#536454,0
161297#618029#462313,0
148371#1002842#77500,1
329586#682601#397741,0
366294#115903#971916,1
38196#974789#105553,1
472987#742763#337579,1
600365#496234#584108,0
336080#824976#255366,1
226825#234477#848381,0
32325#688847#391495,0
539596#888603#191739,0
220540#815991#264351,1
483929#770099#310243,0
632020#756841#323501,1
279496#196801#891458,1
122213#233327#849502,1
67003#634806#445536,1
461982#227984#854845,1
284439#725226#355116,1
7533#616303#464039,0
425296#836622#243720,0
385358#870568#209774,1
83138#497600#582742,1
191270#571466#508876,1
243560#861134#219208,1
373242#373277#706576,1
245541#535471#544871,1
606067#508484#571858,1
37311#205098#880155,1
246836#299608#783495,1
264060#560065#520277,1
140643#985012#95330,1
166154#842973#237369,1
40997#816792#263550,0
586205#881444#198898,0
441982#746093#334249,0
65756#589886#490456,0
224673#237828#845150,1
98887#1032369#47973,1
274558#970520#109822,0
302875#980471#99871,1
102080#491899#588443,1
524447#62923#1042064,1
474437#662410#417932,1
275121#840471#239871,0
625689#68529#1036513,0
486417#882430#197912,1
357373#334302#746276,0
457494#34007#1071022,1
35136#675989#404353,1
543672#404106#675815,1
96938#839057#241285,1
336560#790888#289454,0
241207#492954#587388,1
506507#829355#250987,1
329379#54522#1050425,0
419739#992071#88271,1
427021#1063919#16423,1
375315#1069204#11138,0
407135#756362#323980,1
489304#992960#87382,1
59668#689059#391283,1
316023#555410#524932,0
557163#1029386#50956,1
392592#179131#908990,1
258998#717651#362691,1
269325#969348#110994,1
399833#987791#92551,1
531116#656520#423822,1
548481#904072#176270,0
607986#299047#784055,1
34359#123276#964547,0
107022#746936#333406,0
570877#160877#927232,1
483229#768327#312015,1
25055#149861#938230,1
453121#497386#582956,1
302219#1054039#26303,1
188648#885904#194438,0
1873#704393#375949,1
611318#379875#699980,1
289569#396908#682996,1
527756#573792#506550,0
605709#1020533#59809,1
616700#310844#772294,1
253360#1050116#30226,1
170259#298516#784587,0
9333#409486#670435,1
586689#648228#432114,1
17104#508984#571358,0
546776#974921#105421,1
471491#571854#508488,0
47262#564652#515690,0
60298#570796#509546,1
179544#96714#991057,1
191704#169384#918748,1
358851#196285#891973,0
213329#129176#958675,1
386385#53115#1051831,1
563765#600414#479928,1
330864#527607#552735,1
225638#131248#956602,1
61793#737383#342959,1
415685#727482#352860,1
284222#642341#438001,1
180351#1042859#37483,1
113232#980377#99965,0
507833#303147#779964,0
3394#835456#244886,0
56109#1055539#24803,1
530878#488197#592145,1
271663#36847#1068215,0
594186#751304#329038,0
259648#611932#468410,1
557470#1029354#50988,1
173537#329437#751263,1
14163#689970#390372,1
302316#182979#905154,1
577363#747295#333047,0
249209#622632#457710,1
149636#396883#683021,1
568813#347741#732983,1
184317#988160#92182,1
307719#1005983#74359,0
166216#43868#1060952,1
245977#739539#340803,1
410638#299474#783628,1
97031#894455#185887,0
164798#955804#124538,1
498406#816668#263674,1
118576#684681#395661,1
493213#1051882#28460,0
508198#743812#336530,1
378883#558345#521997,0
314645#1068207#12135,1
282809#643952#436390,0
461260#738161#342181,0
578703#648374#431968,1
447434#374915#704934,1
274937#1049063#31279,0
368666#507575#572767,1
371459#942548#137794,1
78064#213847#868913,1
341803#642329#438013,0
519516#150205#937888,1
629553#804930#275412,1
631156#1014406#65936,0
38148#282038#801013,0
613949#159377#928730,1
122538#989230#91112,0
317593#841225#239117,1
504376#328256#754894,0
598784#353473#726396,1
445158#878084#202258,1
587617#1050214#30128,1
65215#569982#510360,1
452161#330095#750609,1
72628#445054#635278,0
374831#594783#485559,1
480398#442348#637956,1
13319#292853#790219,1
240533#1016060#64282,1
304087#411254#668668,1
256880#294198#788889,1
168735#302768#780346,1
200118#903163#177179,0
83685#681527#398815,1
510514#545353#534989,1
620055#939206#141136,1
179796#764319#316023,1
234946#492852#587490,1
362172#128830#959018,1
371410#462511#617831,0
292505#94038#993737,0
358168#329376#751322,1
269051#429562#650437,1
299230#876020#204322,0
32256#410476#669451,1
558974#319868#763279,1
536729#274536#808486,1
113874#829791#250551,1
613700#655719#424623,1
144610#185770#902377,1
262717#812315#268027,1
165615#553113#527229,1
400759#610440#469902,1
266761#315195#767943,1
15214#338162#742476,1
559289#241457#841563,1
566255#63772#1041230,0
298719#731424#348918,0
572698#138908#949188,1
215403#587884#492458,0
28120#1018186#62156,1
588749#922559#157783,1
411810#309493#773635,1
286142#601102#479240,1
541366#101161#986614,1
564618#480805#599537,1
389292#1066186#14156,1
600718#624618#455724,1
199704#971240#109102,1
16395#110905#976903,1
607151#362518#717340,1
455296#798852#281490,0
207166#286738#796321,0
322362#381268#698586,0
406152#399378#680534,1
61283#467413#612929,1
69758#1026183#54159,1
290433#821370#258972,1
376725#505834#574508,1
373915#111249#976557,1
230015#313048#770089,1
593814#261525#821464,1
578383#872430#207912,1
313451#796241#284101,1
399121#156509#931593,1
444511#440359#639946,1
355543#376688#703166,1
191704#259634#823351,1
405923#956563#123779,1
612346#420150#659840,1
421282#1078330#2012,1
288931#176671#911437,0
99330#655402#424940,0
262553#789815#290527,1
630044#326089#757047,0
229627#517287#563055,1
448871#370042#709810,1
515601#109837#977960,0
198148#355703#724160,1
594741#280424#802615,1
199274#469798#610544,0
316023#555423#524919,0
591317#428661#651335,1
144988#101752#986017,0
406238#703539#376803,0
295223#882473#197869,0
318529#970502#109840,1
349475#988662#91680,1
63237#667750#412592,1
456136#124023#963806,1
40717#657174#423168,0
158165#353337#726531,0
267566#1026385#53957,0
40709#555655#524687,1
304233#952710#127632,1
372287#970420#109922,1
557010#350289#730475,1
459089#709782#370560,1
241133#208795#873930,1
254824#182696#905438,1
441242#871933#208409,1
109381#585187#495155,0
21964#709569#370773,0
600882#992658#87684,1
577294#648603#431739,1
622526#69685#1035367,1
446688#224827#857984,1
172101#301402#781714,1
39076#626276#454066,1
368834#321473#761677,1
17421#351691#729086,1
389480#1074801#5541,1
235348#1018041#62301,0
416410#289773#793288,1
487669#769499#310843,0
111108#1075262#5080,1
218761#995055#85287,1
248379#990328#90014,0
188090#642455#437887,1
280238#360180#719683,0
422096#803201#277141,1
594748#624608#455734,1
110199#557204#523138,0
514071#205025#880225,0
566352#666819#413523,1
535045#687973#392369,1
542559#672242#408100,1
10177#275147#807882,0
48259#796098#284244,0
124001#631662#448680,1
562803#167630#920502,0
227521#881236#199106,0
71648#351864#728922,0
584501#369971#709880,1
438322#347559#733163,1
614852#691729#388613,1
351133#1006295#74047,0
65587#721018#359324,0
124742#856949#223393,1
276608#694411#385931,1
4139#377571#702291,0
622097#101888#985883,1
206716#671065#409277,1
440833#1069126#11216,1
12446#516849#563493,1
407852#756345#323997,1
249714#999216#81126,1
401037#68537#1036505,1
342521#1003363#76979,1
243527#858838#221504,1
287230#850726#229616,0
265135#598870#481472,0
535144#687846#392496,0
70115#295722#787375,1
262380#725221#355121,1
165489#1053764#26578,1
356446#667924#412418,1
342792#796231#284111,1
630401#141809#946292,1
566983#103238#984535,1
356905#740320#340022,1
404290#517094#563248,1
443893#243085#839925,1
220964#518858#561484,1
163618#1067339#13003,0
363921#868415#211927,1
161505#1008297#72045,1
257238#877988#202354,1
474930#1036350#43992,1
197144#599169#481173,1
111164#1061113#19229,1
434008#1073968#6374,1
125089#441670#638639,1
66976#634722#445620,0
566730#649963#430379,0
24597#215942#866825,1
580347#44774#1060048,1
503538#425333#654644,1
412145#81832#1023410,1
552297#456765#623556,0
536223#265564#817432,0
34382#82090#1023156,1
60289#845510#234832,0
193129#595544#484798,1
48628#467381#612961,0
507562#762483#317859,1
196930#224923#857889,1
581566#798892#281450,1
204326#485363#594979,0
562866#646475#433867,1
319794#427686#652299,1
583865#922783#157559,0
9632#1025992#54350,0
262637#613219#467123,1
684#990036#90306,1
229041#823322#257020,1
394941#235447#847439,0
175375#576745#503597,1
395051#525056#555286,1
32365#127457#960392,1
343665#669183#411159,0
426668#574141#506201,1
463573#710928#369414,0
146262#203355#881885,1
230101#828552#251790,0
470322#870306#210036,1
247418#323815#759317,1
206003#871654#208688,1
599904#279631#803415,0
244628#555548#524794,0
537914#850606#229736,1
593696#654579#425763,1
76256#121582#966238,1
498267#36439#1068617,0
358486#237660#845315,0
618949#730571#349771,0
618099#392775#687135,1
1733#840655#239687,1
398250#221512#861278,1
171918#783237#297105,0
52249#213265#869487,1
236822#781332#299010,1
175164#1034221#46121,1
585097#125805#962027,1
303425#867343#212999,0
264269#811707#268635,0
248908#284277#798778,1
73131#1029342#51000,1
58498#399158#680756,0
551344#903769#176573,0
470534#130331#957515,1
236914#362917#716939,0
606193#221965#860831,1
190166#732879#347463,0
196342#506427#573915,1
260075#1066031#14311,0
579299#151393#936706,1
267375#186323#901826,1
272630#562495#517847,0
568931#347971#732759,1
578867#954732#125610,1
149639#698845#381497,1
479955#462153#618185,1
111298#735319#345023,1
531980#1018355#61987,1
219834#1060859#19483,1
202682#895182#185160,1
146275#170738#917402,1
67373#343647#737030,0
285356#347682#733042,1
154297#327001#756128,1
260209#333142#747436,1
149481#436907#643373,1
226325#569217#511125,1
510082#135575#952513,1
514110#677446#402896,0
25855#346123#734580,1
547558#413738#666185,0
253605#98704#989069,1
211868#553863#526479,0
559156#547043#533299,0
255301#316939#766205,1
226687#1072909#7433,1
145665#608895#471447,1
204792#663193#417149,0
323577#716263#364079,1
469058#319232#763913,1
423824#44457#1060362,1
90580#1075146#5196,1
73358#980463#99879,1
165371#594756#485586,1
194371#999673#80669,1
391085#958113#122229,0
283900#841936#238406,1
132575#34344#1070692,1
527782#382310#697543,1
262233#727519#352823,0
249369#381239#698615,1
77546#946451#133891,0
452911#624460#455882,1
387926#1064236#16106,1
510474#833139#247203,1
237702#398865#681049,0
474419#901919#178423,0
160076#930172#150170,1
97344#1059686#20656,1
504251#1006851#73491,1
149470#121359#966462,0
241610#640666#439676,1
408235#209450#873278,1
424377#1073961#6381,1
270901#1035077#45265,0
91972#630245#450097,0
564421#693192#387150,1
165191#945036#135306,1
539628#688590#391752,1
223514#1041474#38868,1
223514#1041481#38861,1
553670#63751#1041249,1
337468#1065348#14994,1
423565#412413#667504,1
39087#259303#823686,1
17796#41916#1063190,1
104321#1010755#69587,1
42861#348251#732486,0
524757#866517#213825,1
583865#876676#203666,0
517026#1042391#37951,1
244634#1022031#58311,1
217989#573362#506980,0
610960#299535#783569,1
244309#454400#625946,1
539342#47096#1057736,1
551036#78577#1026552,1
119266#904746#175596,0
152830#994519#85823,1
399897#330005#750699,0
238026#678473#401869,0
221377#1062491#17851,1
201033#681351#398991,1
205691#656963#423379,1
481903#392445#687459,1
408941#1031053#49289,1
580519#1038419#41923,1
548287#58119#1046856,1
201863#498162#582180,0
91360#897894#182448,0
55542#826546#253796,1
319604#379866#699988,1
178982#613214#467128,1
580692#344210#736469,1
21167#206551#878738,1
430973#711475#368867,0
261663#613033#467309,1
